Fabian	Cancellara	16	A
Tom	Boonen	16	A
Tommeke	Boonen	16	A
Peter	Sagan	16	A
Offredo	Offredo	16	A
Stijn	Vandenbergh	16	A
Greg	Van#Avermaet	16	A
Amador	Amador	16	A
Borut	Bozic	16	A
Eisel	Eisel	16	A
Flecha	Flecha	16	A
Haussler	Haussler	16	A
Hushovd	Hushovd	16	A
Ladagnous	Ladagnous	16	A
Roberto	Ferrari	16	A
Betancur	Betancourt	16	A
Dani	Moreno	16	A
Valverde	Valverde	16	A
Lars	Bak	16	A
